event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
15256,2022-12-18T02:52:44.722374,closest_tractor!,start,m_1779,{ name: tractor_2 },send,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15258,2022-12-18T02:52:44.733374,explore,start,,,,8.393.357.819.868.950,9.201.035.307.499.980,14.833.158.479.374.500,drone,29
15259,2022-12-18T02:52:44.734374,closest_tractor?,start,m_1779,{ name: tractor_2 },receive,8.662.431.625.385.820,9.780.432.287.478.920,0.0,tractor_2,29
15261,2022-12-18T02:52:44.746374,closest_tractor?,start,m_1779,{ name: tractor_2 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15262,2022-12-18T02:52:44.757374,move,start,,,,8.662.431.625.385.820,9.780.432.287.478.920,0.0,tractor_2,29
15265,2022-12-18T02:52:44.779374,cut_grass,start,,,,8.393.357.819.868.950,9.201.035.307.499.980,0.0,tractor_2,29
15268,2022-12-18T02:53:01.836374,weed_found,start,,,,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15270,2022-12-18T02:53:11.869374,weed_position!,start,m_1780,{weed: {x:8.054213955128313; y: 8.833314015998523} },send,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15272,2022-12-18T02:53:31.869374,weed_position!,start,m_1780,{weed: {x:8.054213955128313; y: 8.833314015998523} },send,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15273,2022-12-18T02:53:31.885374,weed_position?,start,m_1780,{weed: {x:8.054213955128313; y: 8.833314015998523} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15274,2022-12-18T02:53:31.887374,weed_position?,start,m_1780,{weed: {x:8.054213955128313; y: 8.833314015998523} },receive,8.662.431.625.385.820,9.780.432.287.478.920,0.0,tractor_2,29
15278,2022-12-18T02:53:41.887374,tractor_position!,start,m_1781,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15279,2022-12-18T02:53:41.907374,tractor_position?,start,m_1781,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15282,2022-12-18T02:53:41.963374,tractor_position!,start,m_1782,{ header: tractor_2; position: {x:8.393357819868958; y: 9.201035307499982} },send,8.662.431.625.385.820,9.780.432.287.478.920,0.0,tractor_2,29
15283,2022-12-18T02:53:41.977374,tractor_position?,start,m_1782,{ header: tractor_2; position: {x:8.393357819868958; y: 9.201035307499982} },receive,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15286,2022-12-18T02:53:42.009374,select_closest_tractor,start,,,,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15288,2022-12-18T02:53:42.032374,closest_tractor!,start,m_1783,{ name: tractor_2 },send,8.054.213.955.128.310,8.833.314.015.998.520,14.833.158.479.374.500,drone,29
15289,2022-12-18T02:53:42.042374,closest_tractor?,start,m_1783,{ name: tractor_2 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15290,2022-12-18T02:53:42.043374,explore,start,,,,8.054.213.955.128.310,8.833.314.015.998.520,14.621.846.086.055.200,drone,29
15292,2022-12-18T02:53:42.056374,closest_tractor?,start,m_1783,{ name: tractor_2 },receive,8.393.357.819.868.950,9.201.035.307.499.980,0.0,tractor_2,29
15293,2022-12-18T02:53:42.062374,move,start,,,,8.393.357.819.868.950,9.201.035.307.499.980,0.0,tractor_2,29
15297,2022-12-18T02:53:42.095374,cut_grass,start,,,,8.054.213.955.128.310,8.833.314.015.998.520,0.0,tractor_2,29
15300,2022-12-18T02:53:47.141374,weed_found,start,,,,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15302,2022-12-18T02:53:57.165374,weed_position!,start,m_1784,{weed: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15304,2022-12-18T02:54:17.165374,weed_position!,start,m_1784,{weed: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15306,2022-12-18T02:54:37.165374,weed_position!,start,m_1784,{weed: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15307,2022-12-18T02:54:37.182374,weed_position?,start,m_1784,{weed: {x:7.7026908856568745; y: 10.379949168039971} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15308,2022-12-18T02:54:37.183374,weed_position?,start,m_1784,{weed: {x:7.7026908856568745; y: 10.379949168039971} },receive,8.393.357.819.868.950,9.201.035.307.499.980,0.0,tractor_2,29
15312,2022-12-18T02:54:47.190374,tractor_position!,start,m_1785,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15313,2022-12-18T02:54:47.202374,tractor_position?,start,m_1785,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15316,2022-12-18T02:54:47.241374,tractor_position!,start,m_1786,{ header: tractor_2; position: {x:8.054213955128313; y: 8.833314015998523} },send,8.393.357.819.868.950,9.201.035.307.499.980,0.0,tractor_2,29
15317,2022-12-18T02:54:47.254374,tractor_position?,start,m_1786,{ header: tractor_2; position: {x:8.054213955128313; y: 8.833314015998523} },receive,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15320,2022-12-18T02:54:47.300374,select_closest_tractor,start,,,,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15322,2022-12-18T02:54:47.323374,closest_tractor!,start,m_1787,{ name: tractor_2 },send,7.702.690.885.656.870,10.379.949.168.039.900,14.621.846.086.055.200,drone,29
15323,2022-12-18T02:54:47.334374,explore,start,,,,7.702.690.885.656.870,10.379.949.168.039.900,14.584.976.701.144.700,drone,29
15325,2022-12-18T02:54:47.334374,closest_tractor?,start,m_1787,{ name: tractor_2 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15326,2022-12-18T02:54:47.345374,closest_tractor?,start,m_1787,{ name: tractor_2 },receive,8.054.213.955.128.310,8.833.314.015.998.520,0.0,tractor_2,29
15328,2022-12-18T02:54:47.346374,move,start,,,,8.054.213.955.128.310,8.833.314.015.998.520,0.0,tractor_2,29
15331,2022-12-18T02:54:47.377374,cut_grass,start,,,,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15334,2022-12-18T02:55:04.436374,weed_found,start,,,,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15336,2022-12-18T02:55:14.457374,weed_position!,start,m_1788,{weed: {x:9.755679341593133; y: 10.197830417427005} },send,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15338,2022-12-18T02:55:34.457374,weed_position!,start,m_1788,{weed: {x:9.755679341593133; y: 10.197830417427005} },send,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15340,2022-12-18T02:55:54.457374,weed_position!,start,m_1788,{weed: {x:9.755679341593133; y: 10.197830417427005} },send,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15341,2022-12-18T02:55:54.472374,weed_position?,start,m_1788,{weed: {x:9.755679341593133; y: 10.197830417427005} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15342,2022-12-18T02:55:54.476374,weed_position?,start,m_1788,{weed: {x:9.755679341593133; y: 10.197830417427005} },receive,8.054.213.955.128.310,8.833.314.015.998.520,0.0,tractor_2,29
15346,2022-12-18T02:56:04.482374,tractor_position!,start,m_1789,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15347,2022-12-18T02:56:04.497374,tractor_position?,start,m_1789,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15350,2022-12-18T02:56:04.548374,tractor_position!,start,m_1790,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },send,8.054.213.955.128.310,8.833.314.015.998.520,0.0,tractor_2,29
15351,2022-12-18T02:56:04.568374,tractor_position?,start,m_1790,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },receive,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15354,2022-12-18T02:56:04.608374,select_closest_tractor,start,,,,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15356,2022-12-18T02:56:04.631374,closest_tractor!,start,m_1791,{ name: tractor_1 },send,9.755.679.341.593.130,10.197.830.417.427.000,14.584.976.701.144.700,drone,29
15357,2022-12-18T02:56:04.639374,closest_tractor?,start,m_1791,{ name: tractor_1 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15359,2022-12-18T02:56:04.643374,explore,start,,,,9.755.679.341.593.130,10.197.830.417.427.000,14.402.094.898.877.000,drone,29
15360,2022-12-18T02:56:04.654374,closest_tractor?,start,m_1791,{ name: tractor_1 },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15362,2022-12-18T02:56:04.664374,move,start,,,,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15365,2022-12-18T02:56:04.707374,cut_grass,start,,,,9.755.679.341.593.130,10.197.830.417.427.000,0.0,tractor_1,29
15368,2022-12-18T02:56:22.766374,weed_found,start,,,,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15370,2022-12-18T02:56:32.787374,weed_position!,start,m_1792,{weed: {x:9.515511623606683; y: 9.81911961569025} },send,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15372,2022-12-18T02:56:52.787374,weed_position!,start,m_1792,{weed: {x:9.515511623606683; y: 9.81911961569025} },send,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15374,2022-12-18T02:57:12.787374,weed_position!,start,m_1792,{weed: {x:9.515511623606683; y: 9.81911961569025} },send,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15375,2022-12-18T02:57:12.803374,weed_position?,start,m_1792,{weed: {x:9.515511623606683; y: 9.81911961569025} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15376,2022-12-18T02:57:12.805374,weed_position?,start,m_1792,{weed: {x:9.515511623606683; y: 9.81911961569025} },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15380,2022-12-18T02:57:22.807374,tractor_position!,start,m_1793,{ header: tractor_1; position: {x:9.755679341593133; y: 10.197830417427005} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15381,2022-12-18T02:57:22.826374,tractor_position?,start,m_1793,{ header: tractor_1; position: {x:9.755679341593133; y: 10.197830417427005} },receive,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15384,2022-12-18T02:57:22.883374,tractor_position!,start,m_1794,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15385,2022-12-18T02:57:22.894374,tractor_position?,start,m_1794,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },receive,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15388,2022-12-18T02:57:22.928374,select_closest_tractor,start,,,,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15390,2022-12-18T02:57:22.951374,closest_tractor!,start,m_1795,{ name: tractor_1 },send,9.515.511.623.606.680,981.911.961.569.025,14.402.094.898.877.000,drone,29
15391,2022-12-18T02:57:22.963374,explore,start,,,,9.515.511.623.606.680,981.911.961.569.025,14.846.264.107.115.800,drone,29
15393,2022-12-18T02:57:22.965374,closest_tractor?,start,m_1795,{ name: tractor_1 },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15394,2022-12-18T02:57:22.973374,closest_tractor?,start,m_1795,{ name: tractor_1 },receive,9.755.679.341.593.130,10.197.830.417.427.000,0.0,tractor_1,29
15396,2022-12-18T02:57:22.980374,move,start,,,,9.755.679.341.593.130,10.197.830.417.427.000,0.0,tractor_1,29
15399,2022-12-18T02:57:23.029374,cut_grass,start,,,,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
15402,2022-12-18T02:57:29.058374,weed_found,start,,,,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15404,2022-12-18T02:57:39.097374,weed_position!,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },send,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15406,2022-12-18T02:57:59.097374,weed_position!,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },send,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15408,2022-12-18T02:58:19.097374,weed_position!,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },send,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15410,2022-12-18T02:58:39.097374,weed_position!,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },send,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15411,2022-12-18T02:58:39.114374,weed_position?,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15412,2022-12-18T02:58:39.116374,weed_position?,start,m_1796,{weed: {x:9.25157369210714; y: 9.29301976670007} },receive,9.755.679.341.593.130,10.197.830.417.427.000,0.0,tractor_1,29
15416,2022-12-18T02:58:49.117374,tractor_position!,start,m_1797,{ header: tractor_1; position: {x:9.515511623606683; y: 9.81911961569025} },send,9.755.679.341.593.130,10.197.830.417.427.000,0.0,tractor_1,29
15417,2022-12-18T02:58:49.137374,tractor_position?,start,m_1797,{ header: tractor_1; position: {x:9.515511623606683; y: 9.81911961569025} },receive,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15420,2022-12-18T02:58:49.175374,tractor_position!,start,m_1798,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15421,2022-12-18T02:58:49.189374,tractor_position?,start,m_1798,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },receive,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15424,2022-12-18T02:58:49.249374,select_closest_tractor,start,,,,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15426,2022-12-18T02:58:49.271374,closest_tractor!,start,m_1799,{ name: tractor_1 },send,925.157.369.210.714,929.301.976.670.007,14.846.264.107.115.800,drone,29
15427,2022-12-18T02:58:49.277374,closest_tractor?,start,m_1799,{ name: tractor_1 },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15428,2022-12-18T02:58:49.278374,closest_tractor?,start,m_1799,{ name: tractor_1 },receive,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
15430,2022-12-18T02:58:49.282374,explore,start,,,,925.157.369.210.714,929.301.976.670.007,14.565.441.799.567.000,drone,29
15431,2022-12-18T02:58:49.304374,move,start,,,,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
15435,2022-12-18T02:58:49.353374,cut_grass,start,,,,925.157.369.210.714,929.301.976.670.007,0.0,tractor_1,29
15438,2022-12-18T02:58:55.358374,weed_found,start,,,,8.978.557.295.125.430,927.394.520.000.614,14.565.441.799.567.000,drone,29
15440,2022-12-18T02:59:05.383374,weed_position!,start,m_1800,{weed: {x:8.978557295125434; y: 9.27394520000614} },send,8.978.557.295.125.430,927.394.520.000.614,14.565.441.799.567.000,drone,29
15441,2022-12-18T02:59:05.402374,weed_position?,start,m_1800,{weed: {x:8.978557295125434; y: 9.27394520000614} },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15444,2022-12-18T02:59:15.385374,tractor_position!,start,m_1801,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },send,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15445,2022-12-18T02:59:15.403374,tractor_position?,start,m_1801,{ header: tractor_2; position: {x:7.7026908856568745; y: 10.379949168039971} },receive,8.978.557.295.125.430,927.394.520.000.614,14.565.441.799.567.000,drone,29
15448,2022-12-18T02:59:15.463374,select_closest_tractor,start,,,,8.978.557.295.125.430,927.394.520.000.614,14.565.441.799.567.000,drone,29
15450,2022-12-18T02:59:15.486374,closest_tractor!,start,m_1802,{ name: tractor_2 },send,8.978.557.295.125.430,927.394.520.000.614,14.565.441.799.567.000,drone,29
15451,2022-12-18T02:59:15.491374,closest_tractor?,start,m_1802,{ name: tractor_2 },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15452,2022-12-18T02:59:15.497374,explore,start,,,,8.978.557.295.125.430,927.394.520.000.614,14.288.480.420.759.400,drone,29
15454,2022-12-18T02:59:15.501374,closest_tractor?,start,m_1802,{ name: tractor_2 },receive,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
15455,2022-12-18T02:59:15.504374,move,start,,,,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15459,2022-12-18T02:59:15.531374,cut_grass,start,,,,8.978.557.295.125.430,927.394.520.000.614,0.0,tractor_2,29
15462,2022-12-18T02:59:27.610374,weed_found,start,,,,8.611.387.649.577.270,878.856.722.855.661,14.288.480.420.759.400,drone,29
15464,2022-12-18T02:59:37.648374,weed_position!,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },send,8.611.387.649.577.270,878.856.722.855.661,14.288.480.420.759.400,drone,29
15466,2022-12-18T02:59:57.648374,weed_position!,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },send,8.611.387.649.577.270,878.856.722.855.661,14.288.480.420.759.400,drone,29
15468,2022-12-18T03:00:17.648374,weed_position!,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },send,8.611.387.649.577.270,878.856.722.855.661,14.288.480.420.759.400,drone,29
15470,2022-12-18T03:00:37.648374,weed_position!,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },send,8.611.387.649.577.270,878.856.722.855.661,14.288.480.420.759.400,drone,29
15471,2022-12-18T03:00:37.666374,weed_position?,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },receive,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
15472,2022-12-18T03:00:37.667374,weed_position?,start,m_1803,{weed: {x:8.611387649577276; y: 8.78856722855661} },receive,7.702.690.885.656.870,10.379.949.168.039.900,0.0,tractor_2,29
15476,2022-12-18T03:00:47.673374,tractor_position!,start,m_1804,{ header: tractor_1; position: {x:9.25157369210714; y: 9.29301976670007} },send,9.515.511.623.606.680,981.911.961.569.025,0.0,tractor_1,29
