event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
14944,2022-12-18T02:39:45.944374,weed_position?,start,m_1740,{weed: {x:9.17880016430165; y: 8.764877791123062} },receive,6.833.524.935.834.180,847.766.439.111.004,0.0,tractor_2,29
14948,2022-12-18T02:39:55.938374,tractor_position!,start,m_1741,{ header: tractor_1; position: {x:7.800598319148256; y: 9.795641355176654} },send,808.894.606.601.249,9.958.394.968.167.910,0.0,tractor_1,29
14949,2022-12-18T02:39:55.954374,tractor_position?,start,m_1741,{ header: tractor_1; position: {x:7.800598319148256; y: 9.795641355176654} },receive,917.880.016.430.165,8.764.877.791.123.060,1.453.844.466.074.050,drone,29
14952,2022-12-18T02:39:56.010374,tractor_position!,start,m_1742,{ header: tractor_2; position: {x:9.568949302285068; y: 9.292500343639889} },send,6.833.524.935.834.180,847.766.439.111.004,0.0,tractor_2,29
14953,2022-12-18T02:39:56.020374,tractor_position?,start,m_1742,{ header: tractor_2; position: {x:9.568949302285068; y: 9.292500343639889} },receive,917.880.016.430.165,8.764.877.791.123.060,1.453.844.466.074.050,drone,29
14956,2022-12-18T02:39:56.071374,select_closest_tractor,start,,,,917.880.016.430.165,8.764.877.791.123.060,1.453.844.466.074.050,drone,29
14958,2022-12-18T02:39:56.095374,closest_tractor!,start,m_1743,{ name: tractor_2 },send,917.880.016.430.165,8.764.877.791.123.060,1.453.844.466.074.050,drone,29
14959,2022-12-18T02:39:56.101374,closest_tractor?,start,m_1743,{ name: tractor_2 },receive,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
14961,2022-12-18T02:39:56.107374,explore,start,,,,917.880.016.430.165,8.764.877.791.123.060,140.687.535.198.048,drone,29
14962,2022-12-18T02:39:56.120374,closest_tractor?,start,m_1743,{ name: tractor_2 },receive,9.568.949.302.285.060,9.292.500.343.639.880,0.0,tractor_2,29
14964,2022-12-18T02:39:56.124374,move,start,,,,9.568.949.302.285.060,9.292.500.343.639.880,0.0,tractor_2,29
14967,2022-12-18T02:39:56.144374,cut_grass,start,,,,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
14970,2022-12-18T02:40:16.213374,weed_found,start,,,,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14972,2022-12-18T02:40:26.248374,weed_position!,start,m_1744,{weed: {x:8.907332131298938; y: 10.00363536127852} },send,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14974,2022-12-18T02:40:46.248374,weed_position!,start,m_1744,{weed: {x:8.907332131298938; y: 10.00363536127852} },send,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14975,2022-12-18T02:40:46.265374,weed_position?,start,m_1744,{weed: {x:8.907332131298938; y: 10.00363536127852} },receive,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
14978,2022-12-18T02:40:56.266374,tractor_position!,start,m_1745,{ header: tractor_1; position: {x:7.800598319148256; y: 9.795641355176654} },send,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
14979,2022-12-18T02:40:56.286374,tractor_position?,start,m_1745,{ header: tractor_1; position: {x:7.800598319148256; y: 9.795641355176654} },receive,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14982,2022-12-18T02:40:56.339374,select_closest_tractor,start,,,,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14984,2022-12-18T02:40:56.361374,closest_tractor!,start,m_1746,{ name: tractor_1 },send,8.907.332.131.298.930,1.000.363.536.127.850,140.687.535.198.048,drone,29
14985,2022-12-18T02:40:56.371374,explore,start,,,,8.907.332.131.298.930,1.000.363.536.127.850,14.495.677.250.565.200,drone,29
14987,2022-12-18T02:40:56.373374,closest_tractor?,start,m_1746,{ name: tractor_1 },receive,9.568.949.302.285.060,9.292.500.343.639.880,0.0,tractor_2,29
14988,2022-12-18T02:40:56.379374,closest_tractor?,start,m_1746,{ name: tractor_1 },receive,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
14990,2022-12-18T02:40:56.384374,move,start,,,,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
14993,2022-12-18T02:40:56.429374,cut_grass,start,,,,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
14996,2022-12-18T02:41:11.502374,weed_found,start,,,,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
14998,2022-12-18T02:41:21.536374,weed_position!,start,m_1747,{weed: {x:8.524318615690136; y: 9.566489650334047} },send,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15000,2022-12-18T02:41:41.536374,weed_position!,start,m_1747,{weed: {x:8.524318615690136; y: 9.566489650334047} },send,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15001,2022-12-18T02:41:41.552374,weed_position?,start,m_1747,{weed: {x:8.524318615690136; y: 9.566489650334047} },receive,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
15002,2022-12-18T02:41:41.552374,weed_position?,start,m_1747,{weed: {x:8.524318615690136; y: 9.566489650334047} },receive,9.568.949.302.285.060,9.292.500.343.639.880,0.0,tractor_2,29
15006,2022-12-18T02:41:51.547374,tractor_position!,start,m_1748,{ header: tractor_1; position: {x:8.907332131298938; y: 10.00363536127852} },send,7.800.598.319.148.250,9.795.641.355.176.650,0.0,tractor_1,29
15007,2022-12-18T02:41:51.560374,tractor_position?,start,m_1748,{ header: tractor_1; position: {x:8.907332131298938; y: 10.00363536127852} },receive,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15010,2022-12-18T02:41:51.613374,tractor_position!,start,m_1749,{ header: tractor_2; position: {x:9.17880016430165; y: 8.764877791123062} },send,9.568.949.302.285.060,9.292.500.343.639.880,0.0,tractor_2,29
15011,2022-12-18T02:41:51.629374,tractor_position?,start,m_1749,{ header: tractor_2; position: {x:9.17880016430165; y: 8.764877791123062} },receive,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15014,2022-12-18T02:41:51.670374,select_closest_tractor,start,,,,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15016,2022-12-18T02:41:51.694374,closest_tractor!,start,m_1750,{ name: tractor_1 },send,8.524.318.615.690.130,9.566.489.650.334.040,14.495.677.250.565.200,drone,29
15017,2022-12-18T02:41:51.706374,explore,start,,,,8.524.318.615.690.130,9.566.489.650.334.040,1.457.748.890.028.490,drone,29
15019,2022-12-18T02:41:51.708374,closest_tractor?,start,m_1750,{ name: tractor_1 },receive,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
15020,2022-12-18T02:41:51.712374,closest_tractor?,start,m_1750,{ name: tractor_1 },receive,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15022,2022-12-18T02:41:51.722374,move,start,,,,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
15025,2022-12-18T02:41:51.753374,cut_grass,start,,,,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15028,2022-12-18T02:42:01.812374,weed_found,start,,,,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15030,2022-12-18T02:42:11.839374,weed_position!,start,m_1751,{weed: {x:8.250167516868926; y: 9.139273546173984} },send,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15032,2022-12-18T02:42:31.839374,weed_position!,start,m_1751,{weed: {x:8.250167516868926; y: 9.139273546173984} },send,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15034,2022-12-18T02:42:51.839374,weed_position!,start,m_1751,{weed: {x:8.250167516868926; y: 9.139273546173984} },send,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15035,2022-12-18T02:42:51.859374,weed_position?,start,m_1751,{weed: {x:8.250167516868926; y: 9.139273546173984} },receive,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15038,2022-12-18T02:43:01.857374,tractor_position!,start,m_1752,{ header: tractor_2; position: {x:9.17880016430165; y: 8.764877791123062} },send,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15039,2022-12-18T02:43:01.875374,tractor_position?,start,m_1752,{ header: tractor_2; position: {x:9.17880016430165; y: 8.764877791123062} },receive,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15042,2022-12-18T02:43:01.933374,select_closest_tractor,start,,,,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15044,2022-12-18T02:43:01.953374,closest_tractor!,start,m_1753,{ name: tractor_2 },send,8.250.167.516.868.920,9.139.273.546.173.980,1.457.748.890.028.490,drone,29
15045,2022-12-18T02:43:01.965374,explore,start,,,,8.250.167.516.868.920,9.139.273.546.173.980,14.360.842.327.527.900,drone,29
15047,2022-12-18T02:43:01.969374,closest_tractor?,start,m_1753,{ name: tractor_2 },receive,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
15048,2022-12-18T02:43:01.971374,closest_tractor?,start,m_1753,{ name: tractor_2 },receive,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15049,2022-12-18T02:43:01.972374,move,start,,,,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15053,2022-12-18T02:43:02.008374,cut_grass,start,,,,8.250.167.516.868.920,9.139.273.546.173.980,0.0,tractor_2,29
15056,2022-12-18T02:43:17.063374,weed_found,start,,,,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15058,2022-12-18T02:43:27.087374,weed_position!,start,m_1754,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15060,2022-12-18T02:43:47.087374,weed_position!,start,m_1755,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15062,2022-12-18T02:44:07.087374,weed_position!,start,m_1755,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15064,2022-12-18T02:44:27.087374,weed_position!,start,m_1755,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15066,2022-12-18T02:44:47.087374,weed_position!,start,m_1755,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15068,2022-12-18T02:45:07.087374,weed_position!,start,m_1756,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15070,2022-12-18T02:45:27.087374,weed_position!,start,m_1756,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15072,2022-12-18T02:45:47.087374,weed_position!,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15074,2022-12-18T02:46:07.087374,weed_position!,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15076,2022-12-18T02:46:27.087374,weed_position!,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15078,2022-12-18T02:46:47.087374,weed_position!,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15079,2022-12-18T02:46:47.104374,weed_position?,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },receive,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
15080,2022-12-18T02:46:47.106374,weed_position?,start,m_1757,{weed: {x:7.9541816929733615; y: 8.603374404613913} },receive,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15084,2022-12-18T02:46:57.100374,tractor_position!,start,m_1758,{ header: tractor_1; position: {x:8.524318615690136; y: 9.566489650334047} },send,8.907.332.131.298.930,1.000.363.536.127.850,0.0,tractor_1,29
15085,2022-12-18T02:46:57.111374,tractor_position?,start,m_1758,{ header: tractor_1; position: {x:8.524318615690136; y: 9.566489650334047} },receive,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15088,2022-12-18T02:46:57.167374,tractor_position!,start,m_1759,{ header: tractor_2; position: {x:8.250167516868926; y: 9.139273546173984} },send,917.880.016.430.165,8.764.877.791.123.060,0.0,tractor_2,29
15089,2022-12-18T02:46:57.177374,tractor_position?,start,m_1759,{ header: tractor_2; position: {x:8.250167516868926; y: 9.139273546173984} },receive,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15092,2022-12-18T02:46:57.224374,select_closest_tractor,start,,,,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15094,2022-12-18T02:46:57.247374,closest_tractor!,start,m_1760,{ name: tractor_2 },send,79.541.816.929.733.600,8.603.374.404.613.910,14.360.842.327.527.900,drone,29
15095,2022-12-18T02:46:57.257374,explore,start,,,,79.541.816.929.733.600,8.603.374.404.613.910,14.763.160.313.571.000,drone,29
15097,2022-12-18T02:46:57.258374,closest_tractor?,start,m_1760,{ name: tractor_2 },receive,8.250.167.516.868.920,9.139.273.546.173.980,0.0,tractor_2,29
15100,2022-12-18T02:46:57.266374,move,start,,,,8.250.167.516.868.920,9.139.273.546.173.980,0.0,tractor_2,29
15101,2022-12-18T02:46:57.267374,closest_tractor?,start,m_1760,{ name: tractor_2 },receive,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15103,2022-12-18T02:46:57.304374,cut_grass,start,,,,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15106,2022-12-18T02:47:10.370374,weed_found,start,,,,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15108,2022-12-18T02:47:20.410374,weed_position!,start,m_1761,{weed: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15110,2022-12-18T02:47:40.410374,weed_position!,start,m_1761,{weed: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15112,2022-12-18T02:48:00.410374,weed_position!,start,m_1761,{weed: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15113,2022-12-18T02:48:00.429374,weed_position?,start,m_1761,{weed: {x:9.455766270059776; y: 8.905868544126736} },receive,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15114,2022-12-18T02:48:00.429374,weed_position?,start,m_1761,{weed: {x:9.455766270059776; y: 8.905868544126736} },receive,8.250.167.516.868.920,9.139.273.546.173.980,0.0,tractor_2,29
15118,2022-12-18T02:48:10.438374,tractor_position!,start,m_1762,{ header: tractor_1; position: {x:8.524318615690136; y: 9.566489650334047} },send,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15119,2022-12-18T02:48:10.450374,tractor_position?,start,m_1762,{ header: tractor_1; position: {x:8.524318615690136; y: 9.566489650334047} },receive,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15122,2022-12-18T02:48:10.487374,tractor_position!,start,m_1763,{ header: tractor_2; position: {x:7.9541816929733615; y: 8.603374404613913} },send,8.250.167.516.868.920,9.139.273.546.173.980,0.0,tractor_2,29
15123,2022-12-18T02:48:10.499374,tractor_position?,start,m_1763,{ header: tractor_2; position: {x:7.9541816929733615; y: 8.603374404613913} },receive,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15126,2022-12-18T02:48:10.552374,select_closest_tractor,start,,,,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15128,2022-12-18T02:48:10.574374,closest_tractor!,start,m_1764,{ name: tractor_1 },send,9.455.766.270.059.770,8.905.868.544.126.730,14.763.160.313.571.000,drone,29
15129,2022-12-18T02:48:10.579374,closest_tractor?,start,m_1764,{ name: tractor_1 },receive,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15131,2022-12-18T02:48:10.585374,explore,start,,,,9.455.766.270.059.770,8.905.868.544.126.730,14.676.924.086.602.000,drone,29
15132,2022-12-18T02:48:10.586374,closest_tractor?,start,m_1764,{ name: tractor_1 },receive,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15134,2022-12-18T02:48:10.593374,move,start,,,,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15137,2022-12-18T02:48:10.636374,cut_grass,start,,,,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15140,2022-12-18T02:48:20.686374,weed_found,start,,,,9.194.580.453.389.160,10.487.940.370.828.600,14.676.924.086.602.000,drone,29
15142,2022-12-18T02:48:30.720374,weed_position!,start,m_1765,{weed: {x:9.194580453389166; y: 10.487940370828671} },send,9.194.580.453.389.160,10.487.940.370.828.600,14.676.924.086.602.000,drone,29
15143,2022-12-18T02:48:30.740374,weed_position?,start,m_1765,{weed: {x:9.194580453389166; y: 10.487940370828671} },receive,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15146,2022-12-18T02:48:40.742374,tractor_position!,start,m_1766,{ header: tractor_2; position: {x:7.9541816929733615; y: 8.603374404613913} },send,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15147,2022-12-18T02:48:40.754374,tractor_position?,start,m_1766,{ header: tractor_2; position: {x:7.9541816929733615; y: 8.603374404613913} },receive,9.194.580.453.389.160,10.487.940.370.828.600,14.676.924.086.602.000,drone,29
15150,2022-12-18T02:48:40.807374,select_closest_tractor,start,,,,9.194.580.453.389.160,10.487.940.370.828.600,14.676.924.086.602.000,drone,29
15152,2022-12-18T02:48:40.831374,closest_tractor!,start,m_1767,{ name: tractor_2 },send,9.194.580.453.389.160,10.487.940.370.828.600,14.676.924.086.602.000,drone,29
15153,2022-12-18T02:48:40.842374,explore,start,,,,9.194.580.453.389.160,10.487.940.370.828.600,14.296.242.249.945.200,drone,29
15154,2022-12-18T02:48:40.842374,closest_tractor?,start,m_1767,{ name: tractor_2 },receive,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15157,2022-12-18T02:48:40.850374,move,start,,,,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15158,2022-12-18T02:48:40.852374,closest_tractor?,start,m_1767,{ name: tractor_2 },receive,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15161,2022-12-18T02:48:40.892374,cut_grass,start,,,,9.194.580.453.389.160,10.487.940.370.828.600,0.0,tractor_2,29
15164,2022-12-18T02:48:54.954374,weed_found,start,,,,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15166,2022-12-18T02:49:04.989374,weed_position!,start,m_1768,{weed: {x:8.884424575772929; y: 10.166066722636822} },send,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15168,2022-12-18T02:49:24.989374,weed_position!,start,m_1768,{weed: {x:8.884424575772929; y: 10.166066722636822} },send,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15170,2022-12-18T02:49:44.989374,weed_position!,start,m_1768,{weed: {x:8.884424575772929; y: 10.166066722636822} },send,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15171,2022-12-18T02:49:45.004374,weed_position?,start,m_1768,{weed: {x:8.884424575772929; y: 10.166066722636822} },receive,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15172,2022-12-18T02:49:45.009374,weed_position?,start,m_1768,{weed: {x:8.884424575772929; y: 10.166066722636822} },receive,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15176,2022-12-18T02:49:55.005374,tractor_position!,start,m_1769,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,8.524.318.615.690.130,9.566.489.650.334.040,0.0,tractor_1,29
15177,2022-12-18T02:49:55.025374,tractor_position?,start,m_1769,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15180,2022-12-18T02:49:55.082374,tractor_position!,start,m_1770,{ header: tractor_2; position: {x:9.194580453389166; y: 10.487940370828671} },send,79.541.816.929.733.600,8.603.374.404.613.910,0.0,tractor_2,29
15181,2022-12-18T02:49:55.099374,tractor_position?,start,m_1770,{ header: tractor_2; position: {x:9.194580453389166; y: 10.487940370828671} },receive,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15184,2022-12-18T02:49:55.151374,select_closest_tractor,start,,,,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15186,2022-12-18T02:49:55.171374,closest_tractor!,start,m_1771,{ name: tractor_2 },send,8.884.424.575.772.920,10.166.066.722.636.800,14.296.242.249.945.200,drone,29
15187,2022-12-18T02:49:55.182374,explore,start,,,,8.884.424.575.772.920,10.166.066.722.636.800,14.494.084.998.296.900,drone,29
15189,2022-12-18T02:49:55.185374,closest_tractor?,start,m_1771,{ name: tractor_2 },receive,9.194.580.453.389.160,10.487.940.370.828.600,0.0,tractor_2,29
15190,2022-12-18T02:49:55.189374,closest_tractor?,start,m_1771,{ name: tractor_2 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15192,2022-12-18T02:49:55.199374,move,start,,,,9.194.580.453.389.160,10.487.940.370.828.600,0.0,tractor_2,29
15195,2022-12-18T02:49:55.232374,cut_grass,start,,,,8.884.424.575.772.920,10.166.066.722.636.800,0.0,tractor_2,29
15198,2022-12-18T02:50:05.247374,weed_found,start,,,,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15200,2022-12-18T02:50:15.280374,weed_position!,start,m_1772,{weed: {x:8.662431625385826; y: 9.780432287478929} },send,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15202,2022-12-18T02:50:35.280374,weed_position!,start,m_1772,{weed: {x:8.662431625385826; y: 9.780432287478929} },send,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15204,2022-12-18T02:50:55.280374,weed_position!,start,m_1772,{weed: {x:8.662431625385826; y: 9.780432287478929} },send,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15205,2022-12-18T02:50:55.296374,weed_position?,start,m_1772,{weed: {x:8.662431625385826; y: 9.780432287478929} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15206,2022-12-18T02:50:55.298374,weed_position?,start,m_1772,{weed: {x:8.662431625385826; y: 9.780432287478929} },receive,9.194.580.453.389.160,10.487.940.370.828.600,0.0,tractor_2,29
15210,2022-12-18T02:51:05.292374,tractor_position!,start,m_1773,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15211,2022-12-18T02:51:05.311374,tractor_position?,start,m_1773,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15214,2022-12-18T02:51:05.356374,tractor_position!,start,m_1774,{ header: tractor_2; position: {x:8.884424575772929; y: 10.166066722636822} },send,9.194.580.453.389.160,10.487.940.370.828.600,0.0,tractor_2,29
15215,2022-12-18T02:51:05.371374,tractor_position?,start,m_1774,{ header: tractor_2; position: {x:8.884424575772929; y: 10.166066722636822} },receive,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15218,2022-12-18T02:51:05.419374,select_closest_tractor,start,,,,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15220,2022-12-18T02:51:05.441374,closest_tractor!,start,m_1775,{ name: tractor_2 },send,8.662.431.625.385.820,9.780.432.287.478.920,14.494.084.998.296.900,drone,29
15221,2022-12-18T02:51:05.446374,closest_tractor?,start,m_1775,{ name: tractor_2 },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15222,2022-12-18T02:51:05.452374,explore,start,,,,8.662.431.625.385.820,9.780.432.287.478.920,14.922.700.146.274.300,drone,29
15223,2022-12-18T02:51:05.452374,closest_tractor?,start,m_1775,{ name: tractor_2 },receive,8.884.424.575.772.920,10.166.066.722.636.800,0.0,tractor_2,29
15227,2022-12-18T02:51:05.473374,move,start,,,,8.884.424.575.772.920,10.166.066.722.636.800,0.0,tractor_2,29
15229,2022-12-18T02:51:05.505374,cut_grass,start,,,,8.662.431.625.385.820,9.780.432.287.478.920,0.0,tractor_2,29
15232,2022-12-18T02:51:24.557374,weed_found,start,,,,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15234,2022-12-18T02:51:34.578374,weed_position!,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },send,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15236,2022-12-18T02:51:54.578374,weed_position!,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },send,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15238,2022-12-18T02:52:14.578374,weed_position!,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },send,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15240,2022-12-18T02:52:34.578374,weed_position!,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },send,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15241,2022-12-18T02:52:34.593374,weed_position?,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },receive,8.884.424.575.772.920,10.166.066.722.636.800,0.0,tractor_2,29
15242,2022-12-18T02:52:34.595374,weed_position?,start,m_1776,{weed: {x:8.393357819868958; y: 9.201035307499982} },receive,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15246,2022-12-18T02:52:44.599374,tractor_position!,start,m_1777,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },send,9.455.766.270.059.770,8.905.868.544.126.730,0.0,tractor_1,29
15247,2022-12-18T02:52:44.618374,tractor_position?,start,m_1777,{ header: tractor_1; position: {x:9.455766270059776; y: 8.905868544126736} },receive,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15250,2022-12-18T02:52:44.644374,tractor_position!,start,m_1778,{ header: tractor_2; position: {x:8.662431625385826; y: 9.780432287478929} },send,8.884.424.575.772.920,10.166.066.722.636.800,0.0,tractor_2,29
15251,2022-12-18T02:52:44.664374,tractor_position?,start,m_1778,{ header: tractor_2; position: {x:8.662431625385826; y: 9.780432287478929} },receive,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
15254,2022-12-18T02:52:44.700374,select_closest_tractor,start,,,,8.393.357.819.868.950,9.201.035.307.499.980,14.922.700.146.274.300,drone,29
